acnum_pos,actual,predicted
VQ-BGU_pos_1,40.292,38.06917150222863
VQ-BGU_pos_1,40.019,39.23535032455124
VQ-BGU_pos_1,40.016,37.37668526592016
VQ-BGU_pos_1,39.752,36.99641466587818
VQ-BGU_pos_1,39.86,38.01321772821838
VQ-BGU_pos_1,39.798,37.032939688887424
VQ-BGU_pos_1,39.353,36.920007547892524
VQ-BGU_pos_1,39.268,36.335002230831165
VQ-BGU_pos_1,39.357,37.018233478968924
VQ-BGU_pos_1,38.919,37.34489210990203
VQ-BGU_pos_1,39.035,38.513052850309506
VQ-BGU_pos_1,38.85,40.19669394930031
VQ-BGU_pos_1,38.785,36.84415177416128
VQ-BGU_pos_1,38.757,36.73692245447364
VQ-BGU_pos_1,38.867,36.74857481219634
VQ-BGU_pos_1,38.64,36.58339374557277
VQ-BGU_pos_1,38.297,36.98886246901204
VQ-BGU_pos_1,38.18,36.23020684231887
VQ-BGU_pos_1,38.296,35.84339900905912
VQ-BGU_pos_1,38.146,36.16507336109841
VQ-BGU_pos_1,38.235,38.9123820288372
VQ-BGU_pos_1,38.203,36.45797131387117
VQ-BGU_pos_1,37.965,38.041006244517945
VQ-BGU_pos_1,38.174,39.28547614992331
VQ-BGU_pos_1,37.772,36.92775869241481
VQ-BGU_pos_1,37.569,39.28387734363365
VQ-BGU_pos_1,37.581,37.73015166127824
VQ-BGU_pos_1,37.373,37.87251143231842
VQ-BGU_pos_1,37.434,36.883693648558335
VQ-BGU_pos_1,37.311,37.028733061074774
VQ-BGU_pos_1,37.192,36.9537264797287
VQ-BGU_pos_1,37.244,37.74711734595763
VQ-BGU_pos_1,37.366,36.78391389902645
VQ-BGU_pos_1,37.211,38.061159325644944
VQ-BGU_pos_1,37.259,36.72319691028502
VQ-BGU_pos_1,36.881,36.72092853431336
VQ-BGU_pos_1,36.747,36.57549898295685
VQ-BGU_pos_1,36.757,36.90907561175081
VQ-BGU_pos_1,36.971,35.64883652282836
VQ-BGU_pos_1,36.833,38.0630281100904
VQ-BGU_pos_1,36.864,37.98295969617664
VQ-BGU_pos_1,36.614,38.029136540417994
VQ-BGU_pos_1,36.584,37.68931399076491
VQ-BGU_pos_1,36.552,37.495373041912444
VQ-BGU_pos_1,36.192,37.56823240222947
VQ-BGU_pos_1,36.217,37.71552629481844
VQ-BGU_pos_1,36.298,36.908421150504836
VQ-BGU_pos_1,35.937,35.907414448359134
VQ-BGU_pos_1,35.676,36.39546322926689
VQ-BGU_pos_1,35.687,35.79523720775989
VQ-BGU_pos_1,35.783,36.8701513361305
VQ-BGU_pos_1,35.301,34.88301951122501
VQ-BGU_pos_1,35.397,37.17313031708193
VQ-BGU_pos_1,35.041,37.079345406373804
VQ-BGU_pos_1,34.874,36.14746367901159
VQ-BGU_pos_1,35.19,37.04588317230164
VQ-BGU_pos_1,35.005,35.5125173916268
VQ-BGU_pos_1,35.232,35.2984713620061
VQ-BGU_pos_1,35.417,36.63145592938456
VQ-BGU_pos_1,35.219,35.87238270800071
VQ-BGU_pos_1,35.355,37.441265687311876
VQ-BGU_pos_1,35.584,36.51898191737963
VQ-BGU_pos_1,35.125,35.240132283074345
VQ-BGU_pos_1,35.375,34.201027658929064
VQ-BGU_pos_1,35.187,35.36577094732499
VQ-BGU_pos_1,35.354,37.40814991437429
VQ-BGU_pos_1,35.18,36.31684901614476
VQ-BGU_pos_1,35.186,36.016963488456454
VQ-BGU_pos_1,35.208,33.17446885801061
VQ-BGU_pos_1,35.3,34.56330329137467
VQ-BGU_pos_1,34.827,34.32089604457575
VQ-BGU_pos_1,34.911,35.60064759442383
VQ-BGU_pos_1,35.122,33.63301785312421
VQ-BGU_pos_1,34.779,35.898526774560686
VQ-BGU_pos_1,34.82,33.68637453602205
VQ-BGU_pos_1,34.697,34.23669171940559
VQ-BGU_pos_1,34.364,35.34310115095209
VQ-BGU_pos_1,34.237,35.361153119838114
VQ-BGU_pos_1,34.392,35.807592198012884
VQ-BGU_pos_1,34.048,35.44455475107173
VQ-BGU_pos_1,34.071,36.008856129032615
VQ-BGU_pos_1,34.457,35.79496100714127
VQ-BGU_pos_1,34.62,35.00316211514417
VQ-BGU_pos_1,34.933,35.49789363190593
VQ-BGU_pos_1,34.751,34.4254249258776
VQ-BGU_pos_1,34.83,34.19358344761694
VQ-BGU_pos_1,34.53,34.581616629776235
VQ-BGU_pos_1,34.304,32.595267235277035
VQ-BGU_pos_1,34.013,34.77880687758251
VQ-BGU_pos_1,33.903,33.035786939905044
VQ-BGU_pos_1,34.078,34.04908045275168
VQ-BGU_pos_1,33.855,34.18595401200391
VQ-BGU_pos_1,33.839,31.33100424038478
VQ-BGU_pos_1,33.588,33.774930210982035
VQ-BGU_pos_1,33.68,33.22537044520148
VQ-BGU_pos_1,33.471,31.571103669189124
VQ-BGU_pos_1,33.516,32.694178856313876
VQ-BGU_pos_1,33.634,31.464253382955366
VQ-BGU_pos_1,33.327,32.0836153497232
VQ-BGU_pos_1,33.673,33.76272722402191
VQ-BGU_pos_1,33.421,30.636783301018582
VQ-BGU_pos_1,33.216,31.328416444860668
VQ-BGU_pos_1,33.01,34.47823736103232
VQ-BGU_pos_1,33.297,33.09035230937548
VQ-BGU_pos_1,32.923,32.09960826017037
VQ-BGU_pos_1,32.554,29.993796566741416
VQ-BGU_pos_1,32.615,32.14965451335657
VQ-BGU_pos_1,32.946,33.536724190237614
VQ-BGU_pos_1,32.983,34.24274292550044
VQ-BGU_pos_1,32.863,31.55228495587373
VQ-BGU_pos_1,32.944,33.667664614189206
VQ-BGU_pos_1,33.134,33.930087891747945
VQ-BGU_pos_1,33.322,35.072660020228874
VQ-BGU_pos_1,33.199,33.96671794380929
VQ-BGU_pos_1,32.792,30.695134649093834
VQ-BGU_pos_1,33.109,33.08685370678359
VQ-BGU_pos_1,32.775,31.1327732140766
VQ-BGU_pos_1,32.522,30.2876506519941
VQ-BGU_pos_1,32.228,32.86423691255813
VQ-BGU_pos_1,32.604,34.04440048678711
VQ-BGU_pos_1,32.643,33.47603328962399
VQ-BGU_pos_1,32.173,31.67582707883291
VQ-BGU_pos_1,31.914,31.702720031603082
VQ-BGU_pos_1,31.787,33.487046789771284
VQ-BGU_pos_1,31.812,32.915629185670305
VQ-BGU_pos_1,31.53,33.154853022785275
VQ-BGU_pos_1,31.916,33.437015925463044
VQ-BGU_pos_1,31.498,30.889533823489188
VQ-BGU_pos_1,31.382,32.53440175386168
VQ-BGU_pos_1,31.06,30.68824001752838
VQ-BGU_pos_1,30.975,31.697930500499673
VQ-BGU_pos_1,30.921,30.659793628116894
VQ-BGU_pos_1,30.722,32.72249900834903
VQ-BGU_pos_1,31.029,33.55069837130972
VQ-BGU_pos_1,30.738,31.40868327841883
VQ-BGU_pos_1,30.786,30.266369602872018
VQ-BGU_pos_1,30.607,32.08663412601293
VQ-BGU_pos_1,30.887,33.489448232056574
VQ-BGU_pos_1,31.204,33.156102269870615
VQ-BGU_pos_1,30.717,31.261364438640953
VQ-BGU_pos_1,30.544,30.556025512068608
VQ-BGU_pos_1,30.564,33.436327394494654
VQ-BGU_pos_1,30.816,32.7790195122934
VQ-BGU_pos_1,30.693,32.23295672054334
VQ-BGU_pos_1,30.687,32.4548345958534
VQ-BGU_pos_1,30.844,32.46388451632371
VQ-BGU_pos_1,30.572,30.59021706510967
VQ-BGU_pos_1,30.692,31.69645126618019
VQ-BGU_pos_1,30.442,30.452039833568623
VQ-BGU_pos_1,30.566,30.962884228847887
VQ-BGU_pos_1,30.751,33.125178358882195
VQ-BGU_pos_1,31.008,32.67245453950778
VQ-BGU_pos_1,30.544,29.494669182362312
VQ-BGU_pos_1,30.652,30.03574199859847
VQ-BGU_pos_1,31.08,33.841146775334735
VQ-BGU_pos_1,30.822,30.628122723821264
VQ-BGU_pos_1,30.552,30.976797605042467
VQ-BGU_pos_1,30.58,31.979448747882913
VQ-BGU_pos_1,30.846,32.03239801012539
VQ-BGU_pos_1,30.514,32.40463730228238
VQ-BGU_pos_1,30.415,29.384465407457483
VQ-BGU_pos_1,30.806,32.819327464900496
VQ-BGU_pos_1,30.884,32.21670193772658
VQ-BGU_pos_1,30.855,31.025844396266063
VQ-BGU_pos_1,30.756,30.791452057415313
VQ-BGU_pos_1,30.743,31.604811354487445
VQ-BGU_pos_1,30.161,27.113445463404553
VQ-BGU_pos_1,30.304,29.121468825112267
VQ-BGU_pos_1,30.267,31.277407941059842
VQ-BGU_pos_1,30.283,31.753804592558964
VQ-BGU_pos_1,30.216,29.202291617932637
VQ-BGU_pos_1,30.18,30.76930119450026
VQ-BGU_pos_1,30.075,32.97989113783284
VQ-BGU_pos_1,30.087,30.99902657388042
VQ-BGU_pos_1,29.613,27.179240633946442
VQ-BGU_pos_1,29.763,30.096349836528454
VQ-BGU_pos_1,29.858,29.066659803494566
VQ-BGU_pos_1,29.741,31.301839524463812
VQ-BGU_pos_1,29.364,28.453170357116193
VQ-BGU_pos_1,29.363,29.264081222489843
VQ-BGU_pos_1,29.632,31.863111350314803
VQ-BGU_pos_1,29.591,30.007121227152826
VQ-BGU_pos_1,29.864,30.106362973018157
VQ-BGU_pos_1,30.15,30.779523254330424
VQ-BGU_pos_1,30.424,30.46627106979749
VQ-BGU_pos_1,30.672,30.54372888125338
VQ-BGU_pos_1,30.491,29.12842285110026
VQ-BGU_pos_1,30.56,29.546127808059303
VQ-BGU_pos_1,30.373,29.911681622748155
VQ-BGU_pos_1,30.685,29.875605581707745
VQ-BGU_pos_1,30.703,28.995963047069303
VQ-BGU_pos_1,30.577,32.181454229393744
VQ-BGU_pos_1,30.48,30.24592153679499
VQ-BGU_pos_1,30.479,30.22120996457788
VQ-BGU_pos_1,30.332,30.147927214664257
VQ-BGU_pos_1,29.899,30.403523651713552
VQ-BGU_pos_1,30.117,31.925030158353717
VQ-BGU_pos_1,29.744,29.866279317579913
VQ-BGU_pos_1,29.628,30.58953982484394
VQ-BGU_pos_1,29.386,30.58305473864538
VQ-BGU_pos_1,29.484,28.723072882803784
VQ-BGU_pos_1,29.452,29.419607877970336
VQ-BGU_pos_1,29.609,30.236036445361933
VQ-BGU_pos_1,29.303,31.074235499124914
VQ-BGU_pos_1,29.321,29.249002953430125
VQ-BGU_pos_1,29.506,30.13365540725882
VQ-BGU_pos_1,29.767,30.294260188761527
VQ-BGU_pos_1,29.809,31.372948611883793
VQ-BGU_pos_1,29.777,28.929250633243875
VQ-BGU_pos_1,29.525,30.339030980703505
VQ-BGU_pos_1,29.522,30.41153575509524
VQ-BGU_pos_1,29.386,30.09593173124482
VQ-BGU_pos_1,29.339,30.00544797702421
VQ-BGU_pos_1,29.077,29.61638687417082
VQ-BGU_pos_1,29.586,34.813993678587174
VQ-BGU_pos_1,29.298,30.714498173086717
VQ-BGU_pos_1,29.285,31.026397781562608
VQ-BGU_pos_1,29.152,31.18500982820691
VQ-BGU_pos_1,29.289,34.086998011758375
VQ-BGU_pos_1,28.881,30.17970990769581
VQ-BGU_pos_1,28.744,29.52371424427934
VQ-BGU_pos_1,28.693,30.178606248211626
VQ-BGU_pos_1,28.749,29.572454328799957
VQ-BGU_pos_1,28.865,31.227332355470633
VQ-BGU_pos_1,28.715,31.00005851864566
VQ-BGU_pos_1,28.717,31.341164810088316
VQ-BGU_pos_1,28.145,33.050250069271904
VQ-BGU_pos_1,27.942,31.919938159002637
VQ-BGU_pos_1,27.645,27.340859932259193
VQ-BGU_pos_1,27.788,26.695627510523
VQ-BGU_pos_1,27.415,28.140957668757025
VQ-BGU_pos_1,27.274,27.91715954565585
VQ-BGU_pos_1,27.284,28.705637290938597
VQ-BGU_pos_1,27.312,29.404507589095026
VQ-BGU_pos_1,27.151,26.316105354657985
VQ-BGU_pos_1,26.871,27.334309633481617
VQ-BGU_pos_1,27.038,27.40909701780701
VQ-BGU_pos_1,26.849,27.79419174661601
VQ-BGU_pos_1,27.035,28.96408051665302
VQ-BGU_pos_1,27.017,27.11132784692668
VQ-BGU_pos_1,26.886,27.80273239331578
VQ-BGU_pos_1,27.214,28.390890448170786
VQ-BGU_pos_1,26.922,28.210221342063143
VQ-BGU_pos_1,26.75,29.53906332665091
VQ-BGU_pos_1,27.081,28.460267711368168
VQ-BGU_pos_1,27.405,29.16999076875925
VQ-BGU_pos_1,26.845,28.126854629392952
VQ-BGU_pos_1,26.89,28.11887672185107
VQ-BGU_pos_1,27.206,28.979861994752223
VQ-BGU_pos_1,27.376,27.80796901237123
VQ-BGU_pos_1,27.222,26.5234981067455
VQ-BGU_pos_1,27.497,29.939077234420886
VQ-BGU_pos_1,27.531,27.60033769413042
VQ-BGU_pos_1,27.302,28.366729551867007
VQ-BGU_pos_1,26.672,24.944660736561563
VQ-BGU_pos_1,26.858,27.844507791192456
VQ-BGU_pos_1,26.685,24.032439670458352
VQ-BGU_pos_1,26.425,25.449633921972573
VQ-BGU_pos_1,26.188,28.168742278427423
VQ-BGU_pos_1,26.261,27.504961694777702
VQ-BGU_pos_1,26.283,27.178834851131477
VQ-BGU_pos_1,25.977,26.4437345472734
VQ-BGU_pos_1,25.65,27.350191573653063
VQ-BGU_pos_1,25.888,28.72887086432727
VQ-BGU_pos_1,25.938,28.483023404012087
VQ-BGU_pos_1,25.984,27.841697761285133
VQ-BGU_pos_1,26.21,26.504560249314757
VQ-BGU_pos_1,26.247,26.31140012100996
VQ-BGU_pos_1,26.694,29.000298768144756
VQ-BGU_pos_1,26.856,28.803146582069356
VQ-BGU_pos_1,26.655,26.120364321485923
VQ-BGU_pos_1,26.8,28.093837910835873
VQ-BGU_pos_1,26.91,25.97664072324617
VQ-BGU_pos_1,26.921,27.35636535398727
VQ-BGU_pos_1,26.843,27.889098590829956
VQ-BGU_pos_1,27.018,27.39208345284718
VQ-BGU_pos_1,26.986,27.241005615484173
VQ-BGU_pos_1,27.027,27.916662884890854
VQ-BGU_pos_1,26.898,26.53520073250494
VQ-BGU_pos_1,27.015,29.978794034051326
VQ-BGU_pos_1,26.779,25.93682978139047
VQ-BGU_pos_1,26.739,26.672600339292003
VQ-BGU_pos_1,26.949,28.827019070198716
VQ-BGU_pos_1,26.962,27.623320629962556
VQ-BGU_pos_1,27.18,30.17101238328499
VQ-BGU_pos_1,27.152,28.444500372454645
VQ-BGU_pos_1,27.472,29.091600514188624
VQ-BGU_pos_1,27.527,27.362970472396864
VQ-BGU_pos_1,27.354,26.635227390929828
VQ-BGU_pos_1,27.249,27.411424656217473
VQ-BGU_pos_1,27.113,26.80210015398919
VQ-BGU_pos_1,27.324,27.919762586669727
VQ-BGU_pos_1,27.08,25.71224173310707
VQ-BGU_pos_1,26.96,28.6628322071554
VQ-BGU_pos_1,26.93,29.26567147154595
VQ-BGU_pos_1,27.053,27.694966600372233
VQ-BGU_pos_1,26.853,27.647965315797332
VQ-BGU_pos_1,26.891,26.937779430883765
VQ-BGU_pos_1,27.097,28.21295583668759
VQ-BGU_pos_1,27.192,26.19228443426102
VQ-BGU_pos_1,27.619,27.136338661680252
VQ-BGU_pos_1,27.388,26.65105336871258
VQ-BGU_pos_1,27.125,27.956530880188467
VQ-BGU_pos_1,27.517,27.986409877334943
VQ-BGU_pos_1,27.449,28.6957845877783
VQ-BGU_pos_1,27.687,27.189590232731696
VQ-BGU_pos_1,27.715,28.68885599321204
VQ-BGU_pos_1,27.921,28.803299787980787
VQ-BGU_pos_1,27.664,28.150388874598093
VQ-BGU_pos_1,27.397,26.63801445473732
VQ-BGU_pos_1,27.789,27.245088896062498
VQ-BGU_pos_1,27.479,26.67178903938649
VQ-BGU_pos_1,27.4,26.957925941628147
VQ-BGU_pos_1,27.441,26.948803664595037
VQ-BGU_pos_1,27.724,26.975210163926942
VQ-BGU_pos_1,27.888,28.065911061136177
VQ-BGU_pos_1,27.589,28.228575243781066
VQ-BGU_pos_1,27.403,29.252553137355953
VQ-BGU_pos_1,27.033,27.039490766258176
VQ-BGU_pos_1,26.773,27.030125912693364
VQ-BGU_pos_1,26.574,26.71469351057148
VQ-BGU_pos_1,26.712,26.253443897526424
VQ-BGU_pos_1,26.414,24.397710252005673
VQ-BGU_pos_1,26.451,26.467163877944298
VQ-BGU_pos_1,26.129,26.300148525697065
VQ-BGU_pos_1,26.345,25.541062431823637
VQ-BGU_pos_1,26.056,23.648468268035938
VQ-BGU_pos_1,26.0,24.974834640530517
VQ-BGU_pos_1,26.081,25.77427762215541
VQ-BGU_pos_1,25.963,25.137431550093332
VQ-BGU_pos_1,25.898,26.91041709851289
VQ-BGU_pos_1,25.607,25.086331989344572
VQ-BGU_pos_1,25.437,25.73052334042713
VQ-BGU_pos_1,25.466,24.959505623000673
VQ-BGU_pos_1,25.769,25.985981944612117
VQ-BGU_pos_1,25.968,26.261771605877673
VQ-BGU_pos_1,26.196,26.576895685248637
VQ-BGU_pos_1,25.84,23.625836420932895
VQ-BGU_pos_1,26.204,25.358778493158425
VQ-BGU_pos_1,26.119,25.218429795050703
VQ-BGU_pos_1,25.868,26.133938531726294
VQ-BGU_pos_1,25.662,25.91738423873411
VQ-BGU_pos_1,25.959,26.33847490527468
VQ-BGU_pos_1,25.721,26.077801813562793
VQ-BGU_pos_1,25.78,26.109800713368557
VQ-BGU_pos_1,26.255,26.540365093206844
VQ-BGU_pos_1,26.107,24.73947366296524
VQ-BGU_pos_1,27.008,30.696404785409165
VQ-BGU_pos_1,26.763,25.82237741168639
VQ-BGU_pos_1,26.527,25.2044546910723
VQ-BGU_pos_1,26.609,25.036044705477583
VQ-BGU_pos_1,27.185,28.091794397678306
VQ-BGU_pos_1,27.138,26.278089873710574
VQ-BGU_pos_1,27.181,26.379742005643095
VQ-BGU_pos_1,27.483,27.605017374597537
VQ-BGU_pos_1,27.297,26.802211601476543
VQ-BGU_pos_1,27.056,26.189723508260748
VQ-BGU_pos_1,27.006,27.821715266465354
VQ-BGU_pos_1,26.577,24.481475619713052
VQ-BGU_pos_1,26.186,25.369295896755517
VQ-BGU_pos_1,26.105,26.499712129496572
VQ-BGU_pos_1,26.431,26.413193000429064
VQ-BGU_pos_1,26.152,25.046883506679873
VQ-BGU_pos_1,25.848,26.548480036944788
VQ-BGU_pos_1,26.198,26.323033525308308
VQ-BGU_pos_1,25.935,25.37336086950976
VQ-BGU_pos_1,26.315,25.476295955837486
VQ-BGU_pos_1,26.263,25.333395227952263
VQ-BGU_pos_1,26.288,25.67300001427887
VQ-BGU_pos_1,26.532,27.07919568511798
VQ-BGU_pos_1,26.635,24.46927197579606
VQ-BGU_pos_1,26.281,25.084283884860902
VQ-BGU_pos_1,26.686,25.150643966800644
VQ-BGU_pos_1,26.401,25.08926098596553
VQ-BGU_pos_1,26.438,25.042293486352648
VQ-BGU_pos_1,26.295,26.039898827022878
VQ-BGU_pos_1,26.399,27.757359330006466
VQ-BGU_pos_1,26.112,24.24034450586246
VQ-BGU_pos_1,26.331,25.102766937528727
VQ-BGU_pos_1,25.967,24.995635208574306
VQ-BGU_pos_1,25.638,24.472097611679867
VQ-BGU_pos_1,25.369,24.28665135586229
VQ-BGU_pos_1,25.777,27.86044376347701
VQ-BGU_pos_1,26.222,27.124931871253494
VQ-BGU_pos_1,26.348,27.86578368775139
VQ-BGU_pos_1,26.823,26.888646032177498
VQ-BGU_pos_1,27.106,27.71619654779579
VQ-BGU_pos_1,27.07,26.057461927288397
VQ-BGU_pos_1,27.248,25.65619661240717
VQ-BGU_pos_1,26.943,25.01363037653366
VQ-BGU_pos_1,26.734,25.133215096846627
VQ-BGU_pos_1,27.064,26.811074463978986
VQ-BGU_pos_1,27.155,26.90873911965337
VQ-BGU_pos_1,27.457,29.928945095393352
VQ-BGU_pos_1,27.685,27.04911555419234
VQ-BGU_pos_1,27.714,27.54237975761282
VQ-BGU_pos_1,27.97,28.465077559657864
VQ-BGU_pos_1,27.719,25.50173055956688
VQ-BGU_pos_1,27.665,27.13924097973782
VQ-BGU_pos_1,27.343,23.466745772593942
VQ-BGU_pos_1,27.527,27.331677560995576
VQ-BGU_pos_1,27.576,25.388190490038006
VQ-BGU_pos_1,27.777,26.6650435146723
VQ-BGU_pos_1,27.532,27.95558898161374
VQ-BGU_pos_1,27.615,26.791352000978797
VQ-BGU_pos_1,27.538,26.0831447247336
VQ-BGU_pos_1,27.234,25.00853506944794
VQ-BGU_pos_1,27.059,27.730170469869257
VQ-BGU_pos_1,26.619,24.73006984258923
VQ-BGU_pos_1,26.298,25.60242352248561
VQ-BGU_pos_1,26.501,27.281737493426128
VQ-BGU_pos_1,26.231,26.602230836371554
VQ-BGU_pos_1,26.192,25.464434256836327
VQ-BGU_pos_1,26.219,27.163223319105292
VQ-BGU_pos_1,26.445,26.274725537448226
VQ-BGU_pos_1,26.182,26.37241745690516
VQ-BGU_pos_1,26.416,27.28092050916241
VQ-BGU_pos_1,26.516,25.863764270845753
VQ-BGU_pos_1,26.487,24.97791802913816
VQ-BGU_pos_1,26.75,27.713057972302586
VQ-BGU_pos_1,26.711,27.52567949278372
VQ-BGU_pos_1,26.727,25.358272196729075
VQ-BGU_pos_1,26.751,24.7654573071981
VQ-BGU_pos_1,26.829,25.569726136608946
VQ-BGU_pos_1,27.141,26.545037535648255
VQ-BGU_pos_1,26.903,25.92879982321258
VQ-BGU_pos_1,26.911,27.037593523329672
VQ-BGU_pos_1,27.145,26.766094210763537
VQ-BGU_pos_1,27.288,26.171655304514115
VQ-BGU_pos_1,26.767,23.868319796155895
VQ-BGU_pos_1,26.9,27.425212871575294
VQ-BGU_pos_1,26.639,27.3014310829237
VQ-BGU_pos_1,26.657,25.44821044517018
VQ-BGU_pos_1,26.84,26.07985051496422
VQ-BGU_pos_1,26.422,24.902633989236215
VQ-BGU_pos_1,25.802,24.21387482325698
VQ-BGU_pos_1,25.886,24.926516570108223
VQ-BGU_pos_1,25.888,26.06852874809681
VQ-BGU_pos_1,25.886,26.51468329940323
VQ-BGU_pos_1,25.544,26.898692096459044
VQ-BGU_pos_1,25.561,25.582701659132
VQ-BGU_pos_1,25.175,23.371246761166876
VQ-BGU_pos_1,24.926,23.980113974620796
VQ-BGU_pos_1,24.545,24.299917742140586
VQ-BGU_pos_1,24.3,26.292983493993532
VQ-BGU_pos_1,24.292,26.386157549839183
VQ-BGU_pos_1,24.091,24.285704276383072
VQ-BGU_pos_1,23.823,24.708556241320736
VQ-BGU_pos_1,23.635,26.523532202781862
VQ-BGU_pos_1,23.899,26.077681550046346
VQ-BGU_pos_1,23.852,23.32313632126269
VQ-BGU_pos_1,23.709,24.800301591396433
VQ-BGU_pos_1,23.792,24.371559315037878
VQ-BGU_pos_1,23.83,22.927137352679104
VQ-BGU_pos_1,24.138,28.844560646980987
VQ-BGU_pos_1,24.153,27.43236513411304
VQ-BGU_pos_1,24.016,23.11455296843019
VQ-BGU_pos_1,23.776,24.973259656149033
VQ-BGU_pos_1,23.529,24.03017134041019
VQ-BGU_pos_1,23.891,23.638097893708867
VQ-BGU_pos_1,23.604,23.930542932876076
VQ-BGU_pos_1,23.435,24.972853437318975
VQ-BGU_pos_1,23.531,24.99989436887291
VQ-BGU_pos_1,23.241,22.619978679422957
VQ-BGU_pos_1,23.122,25.399689426027585
VQ-BGU_pos_1,22.935,24.448661146852494
