reportts,acnum,pos,fltdes,dep,arr,ivs12,ibe,iaie,iai,zwbp,acct,alt,alt_peak,alt_rtd,aoc,b25,baf,bbf,bbr,bbv,btmc,cas,cas_peak,cas_rtd,cg,cnt,code,dbfl,dbfs,dbnfl,dbnfs,dflm,dflm_peak,dfsm,dfsm_peak,dnflm,dnflm_peak,dnfsm,dnfsm_peak,dph,e,ecyc,egt,egt_peak,egtb,ehrs,eopt,esn,fdp,fedet,ff,ffan,ffr,fmvc,fmvt,foc,focb,focvp,ftba,ftbm,fvd,fvl,fvmf,fvmo,fvn1,fvn2,fvp,fvt,gle,gw,hpcbf,hpctc,joip,lpbt,lpcsp,lpcsv,lpctc,lpt,lptm,max,mn,mn_peak,mn_rtd,mne,mne_peak,n1,n1_peak,n1a,n1a_peak,n1c2,n1c2_peak,n1com,n1com_peak,n1k,n1max,n1max_peak,n1msa,n1p,n2a,n2a_peak,n2c5,n2p,naidp,nait,naiup,nedet,nf,nf_peak,nsa,oat,oat_peak,odm5f,odm6f,odm7f,odp,oip,oiq,oit,p25,p2e,p5,pamb,pb,ph,phm,ps14,ptmc,qe,rfan,rvn1,rvn2,shptp,slptp,sva,t14,t2,t25,t2_peak,t3,tat,tat_peak,tat_rtd,tcc,tccoc,tec,tfuel,tla,tn,tol,tr,ttp,vb1,vb2,vorrc,vorv,votm,vsva,w14,pf,wai,nai,prv,hpv,xf
2018-12-26 20:07:26,VQ-BGU,1,778.0,UUDD,UIII,,,,,,-20.0,3331.0,3169.0,1004.0,3.3,7.3,3.7,0.27,0.44,0.52,-30.0,189.0,189.0,128.0,25.5,11813,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8,872.6,908.8,494.0,20.0,,0.0,11.6,0.0,3681.0,0.06,8492.0,8488.0,,8.1,0.046,0.0,,,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.04,28.0,8823.0,12.9,-8.3,84.6,259.5,26.3,26.1,7.6,43.24,2.3,,0.303,0.302,0.198,0.192,0.3,87.61,88.34,87.49,88.25,91.37,91.59,87.45,88.28,,87.39,88.32,88.39,91.62,90.14,90.52,80.09,93.96,69.4,-1.0,129.7,0.0,87.57,88.37,,-10.1,-9.9,0.0,0.0,0.0,0.6,193.35,10.2,81.7,36.888,14.011,0.0,13.1,539.368,5,0.0,15.78,0.0,,0.09,0.01,0.0,109.6,17.7,84.2,24.8,-8.8,92.1,-5.7,565.8,-5.0,-5.1,-8.2,0.0,0.0,11.0,72.3,44.8,47.8,,,,0.2,0.2,50.1,,,0.0,1273.0,0.51,0.0,1.0,1.0,0.0,0.0
2018-12-26 20:07:26,VQ-BGU,2,778.0,UUDD,UIII,,,,,,-20.0,3331.0,3169.0,1004.0,3.2,7.3,4.0,0.29,0.65,0.71,-30.0,189.0,189.0,128.0,25.5,11813,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8,874.5,907.3,493.6,20.0,,0.0,10.7,0.0,3702.0,0.03,8337.0,8312.0,,6.5,0.042,0.0,,,0.01,0.01,0.0,0.01,0.0,0.1,0.0,0.05,22.0,8823.0,12.9,-7.5,80.1,274.2,24.6,24.5,7.8,4.92,2.2,,0.303,0.302,0.198,0.192,0.3,87.74,88.46,87.47,88.25,91.51,91.72,87.46,88.28,,87.39,88.32,88.5,91.74,90.29,90.65,80.19,94.18,71.3,-1.0,129.1,0.0,87.66,88.49,,-10.1,-9.9,0.0,0.0,0.0,2.3,187.77,10.7,82.9,37.024,13.902,0.005,13.1,544.468,5,0.0,15.728,0.0,,0.02,0.06,0.02,110.4,17.8,84.8,24.9,-8.7,92.8,-5.4,568.0,-5.0,-5.1,-8.2,0.0,0.0,11.0,72.0,44.8,45.7,,,,0.1,0.2,48.0,,,0.0,1274.0,0.51,0.0,1.0,1.0,0.0,0.0
2018-12-27 03:36:03,VQ-BGU,1,777.0,UIII,UUDD,,,,,,-20.0,2610.0,2397.0,674.0,3.4,7.3,3.9,0.3,0.29,0.42,-30.0,169.0,169.0,125.0,28.8,13520,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9,751.1,837.8,444.9,25.0,,0.0,11.2,0.0,3569.0,0.06,8178.0,7969.0,,8.4,0.045,0.0,,,0.03,0.0,0.01,0.03,0.1,0.2,0.01,0.04,29.0,8941.0,13.5,-8.0,88.0,271.0,23.7,23.7,7.9,43.0,3.1,,0.269,0.269,0.192,0.181,0.267,82.71,85.68,82.58,85.59,91.02,91.25,82.55,85.5,,82.47,85.9,85.84,91.31,85.29,87.93,79.84,93.82,14.1,-27.0,132.5,0.0,82.66,85.78,,-36.8,-22.9,0.0,0.0,0.0,1.8,203.3,8.0,63.8,38.321,14.25,0.003,13.4,547.231,5,0.0,16.093,0.0,,0.1,0.0,0.04,111.3,18.1,82.7,9.1,-36.5,74.8,-19.7,522.8,-18.0,-19.1,-35.2,0.0,0.0,-13.0,54.2,43.3,24.0,,,,0.2,0.3,52.7,,,0.0,1319.0,0.5,0.0,0.0,1.0,0.0,0.0
2018-12-27 03:36:03,VQ-BGU,2,777.0,UIII,UUDD,,,,,,-20.0,2610.0,2397.0,674.0,3.4,7.3,4.1,0.28,0.41,0.5,-30.0,169.0,169.0,125.0,28.8,13520,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9,750.8,838.3,445.7,25.0,,0.0,10.5,0.0,3582.0,0.05,7982.0,7763.0,,6.5,0.041,0.0,,,0.02,0.01,0.0,0.05,0.0,0.1,0.0,0.03,21.0,8941.0,13.3,-7.8,85.3,284.2,21.7,21.7,8.3,0.1,2.4,,0.269,0.269,0.192,0.181,0.267,82.82,85.8,82.55,85.6,91.14,91.4,82.55,85.49,,82.47,85.9,85.96,91.45,85.39,88.1,79.97,93.98,14.1,-26.0,131.2,0.0,82.73,85.94,,-36.8,-22.8,0.0,0.0,0.0,2.9,197.35,8.4,66.2,38.353,14.153,0.005,13.4,552.462,5,0.0,16.025,0.0,,0.04,0.06,0.04,112.1,18.1,83.4,9.2,-36.1,75.4,-19.3,526.3,-18.0,-19.1,-35.2,0.0,0.0,-14.0,55.1,43.3,22.2,,,,0.2,0.2,50.4,,,0.0,1321.0,0.5,0.0,0.0,1.0,0.0,0.0
2018-12-27 12:12:42,VQ-BGU,2,955.0,UUDD,UGTB,,,,,,-20.0,1942.0,1771.0,701.0,3.4,7.3,4.1,0.28,0.34,0.45,-30.0,178.0,177.0,126.0,25.4,15410,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10,850.9,870.3,474.3,31.0,,0.0,10.6,0.0,3593.0,0.03,8075.0,8023.0,,6.5,0.04,0.0,,,0.05,0.01,0.01,0.02,0.0,0.0,0.0,0.04,21.0,8442.0,13.6,-7.9,80.4,289.1,20.9,21.3,8.1,63.98,2.1,,0.279,0.273,0.193,0.185,0.27,86.07,86.05,85.73,85.85,89.51,89.35,85.78,85.91,,87.49,87.78,86.1,89.56,89.78,89.81,79.6,93.37,72.5,-2.0,130.8,0.0,85.92,86.07,,-8.6,-9.7,0.0,0.0,0.0,2.4,189.12,10.3,80.5,38.702,14.532,0.004,13.7,545.037,5,0.0,16.267,0.0,,0.02,0.06,0.03,109.6,18.2,81.5,22.4,-7.3,91.2,-6.2,550.9,-6.2,-6.0,-6.8,0.0,0.0,12.0,71.5,36.1,43.2,,,1.0,0.1,0.1,48.3,,,0.0,1291.0,0.51,0.0,1.0,1.0,0.0,0.0
2018-12-27 12:12:42,VQ-BGU,1,955.0,UUDD,UGTB,,,,,,-20.0,1942.0,1771.0,701.0,3.5,7.3,3.8,0.35,0.3,0.46,-30.0,178.0,177.0,126.0,25.4,15410,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10,849.0,870.2,473.7,31.0,,0.0,11.5,0.0,3569.0,0.04,8227.0,8194.0,,8.0,0.043,0.0,,,0.03,0.01,0.01,0.03,0.0,0.3,0.01,0.04,28.0,8442.0,13.7,-8.2,85.0,275.2,23.0,23.4,8.0,20.31,1.1,,0.279,0.273,0.193,0.187,0.271,85.95,85.93,85.77,85.84,89.4,89.22,85.79,85.91,,87.48,87.78,86.01,89.5,89.61,89.64,79.5,93.19,70.4,-2.0,131.6,0.0,85.84,85.93,,-8.7,-9.7,0.0,0.0,0.0,1.2,197.92,9.5,75.0,38.653,14.659,0.001,13.7,540.356,5,0.0,16.349,0.0,,0.07,0.01,0.01,108.7,18.1,80.8,22.4,-7.6,90.5,-6.6,549.0,-6.2,-6.0,-6.8,0.0,0.0,12.0,67.3,36.0,42.8,,,0.0,0.2,0.5,51.4,,,0.0,1290.0,0.51,0.0,1.0,1.0,0.0,0.0
2018-12-27 15:45:47,VQ-BGU,2,956.0,UGTB,UUDD,,,,,,-20.0,3404.0,3290.0,1572.0,3.2,7.3,4.1,0.23,0.3,0.38,-30.0,169.0,168.0,128.0,24.1,17210,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11,791.6,820.5,461.7,33.0,,0.0,10.4,0.0,2673.0,0.02,5981.0,5991.0,,16.9,0.024,0.0,,,0.05,0.02,0.0,0.04,0.0,0.0,0.02,0.03,20.0,6798.0,12.7,-7.6,81.4,241.8,28.8,28.5,8.1,3.03,2.7,,0.272,0.268,0.199,0.193,0.265,78.27,80.37,78.25,80.34,79.82,82.07,78.3,80.42,,89.45,89.78,80.43,82.16,87.97,88.65,78.97,90.59,13.5,7.0,126.5,0.0,78.26,80.43,,1.7,-0.5,0.0,0.0,0.0,2.4,179.12,10.7,80.8,31.565,13.749,0.003,13.0,426.625,5,0.0,14.855,0.0,,0.02,0.06,0.01,84.4,16.1,77.9,27.1,3.5,86.0,3.1,532.3,3.0,3.2,3.9,0.0,0.0,19.0,84.3,34.9,52.6,,,53.0,0.0,0.1,55.9,,,0.0,1099.0,0.5,0.0,0.0,1.0,0.0,0.0
2018-12-27 15:45:47,VQ-BGU,1,956.0,UGTB,UUDD,,,,,,-20.0,3404.0,3290.0,1572.0,3.2,7.3,3.6,0.27,0.35,0.44,-30.0,169.0,168.0,128.0,24.1,17210,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11,794.5,824.8,463.9,33.0,,0.0,11.1,0.0,2680.0,0.06,6177.0,6194.0,,8.2,0.026,0.0,,,0.06,0.01,0.0,0.04,0.1,0.1,0.02,0.05,27.0,6798.0,12.8,-8.0,82.5,231.3,28.9,28.4,7.7,19.67,4.5,,0.272,0.268,0.199,0.193,0.265,78.25,80.33,78.32,80.33,79.8,82.03,78.3,80.42,,89.45,89.78,80.45,82.18,87.8,88.5,78.75,90.47,13.6,6.0,127.2,0.0,78.31,80.45,,1.7,-0.5,0.0,0.0,0.0,0.7,180.57,10.7,84.0,32.005,13.888,0.004,13.0,424.631,5,0.0,14.945,0.0,,0.06,0.07,0.03,84.2,16.1,76.6,27.1,3.4,87.1,2.8,531.9,3.0,3.2,3.9,0.0,0.0,18.0,77.1,34.8,52.6,,,53.0,0.2,0.2,56.4,,,0.0,1098.0,0.5,0.0,0.0,1.0,0.0,0.0
2018-12-27 20:24:54,VQ-BGU,2,959.0,UUDD,UTDL,,,,,,-20.0,2407.0,2111.0,647.0,3.4,7.3,3.9,0.29,0.5,0.58,-30.0,175.0,173.0,128.0,27.7,18810,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12,870.7,896.0,486.8,35.0,,0.0,10.7,0.0,3801.0,0.04,8527.0,8468.0,,6.5,0.045,0.0,,,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.04,20.0,8848.0,13.4,-7.6,80.9,288.3,21.5,21.8,8.1,5.56,2.7,,0.275,0.272,0.197,0.186,0.27,87.62,87.98,87.39,87.78,91.28,91.5,87.36,87.84,,87.32,87.87,88.03,91.59,90.34,90.42,79.99,94.1,72.0,-2.0,130.7,0.0,87.58,88.0,,-9.6,-10.5,0.0,0.0,0.0,2.4,188.6,11.1,82.9,38.785,14.312,0.007,13.6,563.525,5,0.0,16.219,0.0,,0.01,0.05,0.03,113.8,18.4,83.6,23.2,-8.0,92.2,-7.0,563.0,-7.2,-6.7,-7.6,0.0,0.0,12.0,72.8,44.9,45.1,,,,0.1,0.1,46.1,,,0.0,1307.0,0.51,0.0,1.0,1.0,0.0,0.0
2018-12-27 20:24:54,VQ-BGU,1,959.0,UUDD,UTDL,,,,,,-20.0,2407.0,2217.0,647.0,3.4,7.3,3.8,0.28,0.32,0.43,-30.0,175.0,173.0,128.0,27.7,18810,4000,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12,869.0,895.5,485.8,35.0,,0.0,11.6,0.0,3770.0,0.06,8629.0,8411.0,,8.2,0.047,0.0,,,0.0,0.0,0.0,0.01,0.0,0.1,0.01,0.04,28.0,8848.0,13.5,-8.7,85.7,272.8,23.6,23.5,8.4,44.12,1.9,,0.275,0.273,0.197,0.191,0.27,87.5,87.87,87.38,87.77,91.15,91.4,87.35,87.69,,87.32,87.87,87.9,91.46,90.14,90.2,79.87,93.9,70.6,-3.0,131.4,0.0,87.45,87.81,,-9.5,-10.7,0.0,0.0,0.0,1.0,197.27,10.4,77.6,38.603,14.412,0.002,13.5,556.45,5,0.0,16.275,0.0,,0.08,0.02,0.03,112.5,18.2,83.0,22.9,-8.4,91.1,-7.7,560.0,-7.2,-6.9,-7.6,0.0,0.0,11.0,68.9,43.4,44.7,,,,0.2,0.2,49.9,,,0.0,1301.0,0.51,0.0,1.0,1.0,0.0,0.0
