reportts,acnum,pos,fltdes,dep,arr,egt,n1a,n2a,nf,ff,mn,t2,tat,oat,alt,p2e,wai,nai,prv,hpv,xf,egtm
2018-12-27 15:45:47,VQ-BGU,1,956.0,UGTB,UUDD,794.5,78.32,87.8,78.31,2680.0,0.272,3.4,3.0,1.7,3404.0,13.888,0.0,0.0,1.0,0.0,0.0,45.329
2018-12-27 20:24:54,VQ-BGU,2,959.0,UUDD,UTDL,870.7,87.39,90.34,87.58,3801.0,0.275,-8.0,-7.2,-9.6,2407.0,14.312,0.0,1.0,1.0,0.0,0.0,46.773
2018-12-27 20:24:54,VQ-BGU,1,959.0,UUDD,UTDL,869.0,87.38,90.14,87.45,3770.0,0.275,-8.4,-7.2,-9.5,2407.0,14.412,0.0,1.0,1.0,0.0,0.0,46.366
2018-12-28 01:55:57,VQ-BGU,2,960.0,UTDL,UUDD,782.5,77.53,87.63,77.53,2704.0,0.288,2.8,8.2,1.0,3284.0,13.843,0.0,0.0,1.0,0.0,0.0,47.037
2018-12-28 01:55:57,VQ-BGU,1,960.0,UTDL,UUDD,784.6,77.6,87.49,77.57,2713.0,0.288,2.6,8.2,1.1,3284.0,13.988,0.0,0.0,1.0,0.0,0.0,46.412
2018-12-28 20:02:32,VQ-BGU,1,959.0,UUDD,UTDL,835.9,83.82,88.96,83.88,3292.0,0.288,-4.7,-4.5,-7.2,2428.0,14.433,0.0,1.0,1.0,0.0,0.0,45.586
2018-12-28 20:02:32,VQ-BGU,2,959.0,UUDD,UTDL,832.3,83.85,89.12,84.02,3301.0,0.288,-5.0,-4.5,-7.2,2428.0,14.27,0.0,1.0,1.0,0.0,0.0,46.123
2018-12-29 01:10:58,VQ-BGU,1,960.0,UTDL,UUDD,800.0,78.91,88.14,78.88,2774.0,0.267,4.0,9.0,2.4,3213.0,14.054,0.0,0.0,1.0,0.0,0.0,44.898
2018-12-29 01:10:58,VQ-BGU,2,960.0,UTDL,UUDD,799.4,78.96,88.25,78.98,2765.0,0.267,4.3,9.0,2.4,3213.0,13.901,0.0,0.0,1.0,0.0,0.0,46.387
2018-12-29 11:32:42,VQ-BGU,1,1023.0,UUDD,URSS,804.6,81.5,87.71,81.53,3162.0,0.26,-8.3,-5.7,-9.2,1463.0,14.921,0.0,1.0,0.0,0.0,0.0,45.402
2018-12-29 11:32:42,VQ-BGU,2,1023.0,UUDD,URSS,802.8,81.45,87.82,81.56,3164.0,0.26,-8.0,-5.7,,1463.0,14.77,0.0,1.0,0.0,0.0,0.0,46.903
2018-12-29 14:42:27,VQ-BGU,1,1024.0,URSS,UUDD,853.4,83.73,90.28,83.76,3345.0,0.264,6.6,9.0,5.3,1077.0,15.177,0.0,0.0,1.0,0.0,0.0,45.382
2018-12-29 14:42:27,VQ-BGU,2,1024.0,URSS,UUDD,857.3,83.74,90.37,83.85,3356.0,0.264,6.9,9.0,,1077.0,15.016,0.0,0.0,1.0,0.0,0.0,46.333
2018-12-30 01:23:54,VQ-BGU,2,168.0,UNOO,UUDD,853.2,86.49,89.67,86.67,3776.0,0.273,-10.5,-3.2,-12.0,2455.0,14.141,0.0,0.0,1.0,0.0,0.0,43.239
2018-12-30 01:23:54,VQ-BGU,1,168.0,UNOO,UUDD,852.1,86.5,89.51,86.57,3750.0,0.273,-10.9,-3.2,-12.0,2455.0,14.279,0.0,0.0,1.0,0.0,0.0,44.126
2018-12-30 07:12:25,VQ-BGU,1,1045.0,UUDD,URSS,841.4,84.37,89.28,84.44,3419.0,0.264,-6.9,-2.7,-6.5,1281.0,14.933,0.0,0.0,1.0,0.0,0.0,45.901
2018-12-30 07:12:25,VQ-BGU,2,1045.0,UUDD,URSS,839.5,84.42,89.46,84.6,3441.0,0.264,-6.3,-2.7,-6.3,1281.0,14.787,0.0,0.0,1.0,0.0,0.0,44.099
2018-12-30 10:38:54,VQ-BGU,2,1046.0,URSS,UUDD,865.9,82.63,90.25,82.69,3204.0,0.259,10.2,8.7,8.5,1859.0,14.599,0.0,0.0,1.0,0.0,0.0,43.458
2018-12-30 10:38:54,VQ-BGU,1,1046.0,URSS,UUDD,858.4,82.63,90.16,82.64,3195.0,0.259,10.0,8.7,8.5,1859.0,14.775,0.0,0.0,1.0,0.0,0.0,45.489
2018-12-30 17:35:32,VQ-BGU,1,1028.0,URSS,UUDD,863.8,85.03,90.68,85.1,3394.0,0.233,6.0,6.7,4.7,1797.0,14.573,0.0,0.0,1.0,0.0,0.0,45.837
2018-12-30 17:35:32,VQ-BGU,2,1028.0,URSS,UUDD,866.1,85.0,90.81,85.15,3435.0,0.233,6.5,6.7,4.7,1797.0,14.569,0.0,0.0,1.0,0.0,0.0,43.454
2018-12-30 20:54:08,VQ-BGU,2,167.0,UUDD,UNOO,863.1,86.04,90.38,86.24,3614.0,0.282,-2.2,-1.0,-3.6,1481.0,14.842,0.0,1.0,1.0,0.0,0.0,43.111
2018-12-30 20:54:08,VQ-BGU,1,167.0,UUDD,UNOO,863.0,86.06,90.23,86.14,3600.0,0.282,-2.9,-1.0,-3.6,1481.0,15.01,0.0,1.0,1.0,0.0,0.0,44.764
2018-12-31 01:07:41,VQ-BGU,1,168.0,UNOO,UUDD,782.7,81.21,86.85,81.26,3182.0,0.266,-15.9,-11.2,-17.4,1964.0,14.563,0.0,0.0,1.0,0.0,0.0,45.034
2018-12-31 01:07:41,VQ-BGU,2,168.0,UNOO,UUDD,779.3,81.15,86.95,81.28,3187.0,0.266,-15.2,-11.2,-17.4,1964.0,14.446,0.0,0.0,1.0,0.0,0.0,43.477
2019-01-01 11:27:20,VQ-BGU,1,1023.0,UUDD,URSS,848.0,84.7,89.43,84.78,3432.0,0.281,-3.9,-4.2,-6.3,1873.0,14.68,0.0,1.0,1.0,0.0,0.0,44.069
2019-01-01 11:27:20,VQ-BGU,2,1023.0,UUDD,URSS,847.5,84.77,89.59,84.95,3444.0,0.281,-4.4,-4.2,-6.3,1873.0,14.55,0.0,1.0,1.0,0.0,0.0,42.26
2019-01-01 14:45:47,VQ-BGU,1,1024.0,URSS,UUDD,839.6,82.58,89.69,82.6,3240.0,0.272,5.5,6.5,4.1,1728.0,14.771,0.0,0.0,1.0,0.0,0.0,44.803
2019-01-01 14:45:47,VQ-BGU,2,1024.0,URSS,UUDD,841.5,82.57,89.8,82.64,3264.0,0.272,5.8,6.5,4.1,1728.0,14.77,0.0,0.0,1.0,0.0,0.0,42.746
2019-01-02 09:45:54,VQ-BGU,2,889.0,UUDD,LOWI,831.3,83.51,89.17,83.66,3306.0,0.267,-3.3,-2.0,-4.6,1474.0,14.742,0.0,1.0,0.0,0.0,0.0,42.779
2019-01-02 09:45:54,VQ-BGU,1,889.0,UUDD,LOWI,837.1,83.57,89.04,83.63,3298.0,0.267,-3.5,-2.0,-4.6,1474.0,14.899,0.0,1.0,0.0,0.0,0.0,43.87
2019-01-02 20:10:43,VQ-BGU,2,959.0,UUDD,UTDL,843.5,84.29,89.6,84.46,3334.0,0.297,-3.1,-1.2,-4.5,2119.0,14.617,0.0,1.0,1.0,0.0,0.0,41.886
2019-01-02 20:10:43,VQ-BGU,1,959.0,UUDD,UTDL,844.3,84.27,89.46,84.32,3326.0,0.297,-3.4,-1.2,-4.5,2119.0,14.763,0.0,1.0,1.0,0.0,0.0,42.73
2019-01-03 01:12:38,VQ-BGU,2,960.0,UTDL,UUDD,807.0,80.02,88.6,80.04,2845.0,0.272,3.7,4.2,1.8,2972.0,13.968,0.0,0.0,1.0,0.0,0.0,42.945
2019-01-03 01:12:38,VQ-BGU,1,960.0,UTDL,UUDD,809.8,80.03,88.45,80.02,2858.0,0.272,3.4,4.2,1.8,2972.0,14.112,0.0,0.0,1.0,0.0,0.0,42.851
2019-01-03 11:30:21,VQ-BGU,1,1023.0,UUDD,URSS,849.9,84.29,89.5,84.35,3384.0,0.278,-2.5,-1.7,-4.0,1536.0,14.842,0.0,1.0,1.0,0.0,0.0,42.313
2019-01-03 11:30:21,VQ-BGU,2,1023.0,UUDD,URSS,848.0,84.31,89.63,84.47,3392.0,0.278,-2.7,-1.7,-4.1,1536.0,14.687,0.0,1.0,1.0,0.0,0.0,42.502
2019-01-04 01:04:53,VQ-BGU,1,960.0,UTDL,UUDD,795.4,78.9,87.96,78.89,2757.0,0.264,2.0,5.5,0.6,3144.0,13.99,0.0,1.0,1.0,0.0,0.0,42.374
2019-01-04 01:04:53,VQ-BGU,2,960.0,UTDL,UUDD,794.1,78.92,88.09,78.92,2746.0,0.264,2.1,5.5,0.6,3144.0,13.863,0.0,1.0,1.0,0.0,0.0,42.915
2019-01-04 11:48:00,VQ-BGU,1,955.0,UUDD,UGTB,899.0,88.82,90.99,88.89,3997.0,0.288,-3.9,-4.7,-5.1,2580.0,15.018,0.0,1.0,0.0,0.0,0.0,41.973
2019-01-04 11:48:00,VQ-BGU,2,955.0,UUDD,UGTB,901.0,88.76,91.2,88.96,4000.0,0.288,-3.6,-4.7,-5.1,2580.0,14.812,0.0,1.0,0.0,0.0,0.0,42.703
2019-01-04 15:40:47,VQ-BGU,2,956.0,UGTB,UUDD,852.5,83.19,90.22,83.28,3113.0,0.271,7.6,12.5,5.8,3165.0,13.949,0.0,0.0,1.0,0.0,0.0,44.277
2019-01-04 15:40:47,VQ-BGU,1,956.0,UGTB,UUDD,852.8,83.16,90.05,83.18,3108.0,0.271,7.3,12.5,5.8,3165.0,14.087,0.0,0.0,1.0,0.0,0.0,44.101
2019-01-04 20:04:15,VQ-BGU,2,959.0,UUDD,UTDL,888.6,88.53,90.97,88.73,3953.0,0.282,-4.2,-3.0,-6.6,1811.0,14.638,0.0,1.0,0.0,0.0,0.0,44.049
2019-01-04 20:04:15,VQ-BGU,1,959.0,UUDD,UTDL,887.7,88.61,90.79,88.69,3920.0,0.282,-4.1,-3.0,-6.6,1811.0,14.775,0.0,1.0,0.0,0.0,0.0,43.983
2019-01-05 01:06:24,VQ-BGU,1,960.0,UTDL,UUDD,822.7,81.22,88.85,81.23,2964.0,0.309,2.9,5.0,1.2,2804.0,14.349,0.0,0.0,1.0,0.0,0.0,43.896
2019-01-05 01:06:24,VQ-BGU,2,960.0,UTDL,UUDD,820.1,81.22,88.98,81.28,2953.0,0.309,3.0,5.0,1.2,2804.0,14.192,0.0,0.0,1.0,0.0,0.0,43.95
2019-01-05 11:31:54,VQ-BGU,2,791.0,UUDD,LOWS,816.8,81.71,88.35,81.81,3144.0,0.261,-5.2,-6.2,-6.6,2436.0,14.235,0.0,1.0,1.0,0.0,0.0,43.659
2019-01-05 11:31:54,VQ-BGU,1,791.0,UUDD,LOWS,818.7,81.69,88.19,81.72,3141.0,0.261,-5.6,-6.2,-6.6,2436.0,14.378,0.0,1.0,1.0,0.0,0.0,43.627
2019-01-05 16:07:26,VQ-BGU,1,792.0,LOWS,UUDD,883.8,87.14,91.05,87.22,3477.0,0.288,2.7,1.7,1.3,3265.0,14.068,0.0,1.0,0.0,0.0,0.0,43.348
2019-01-05 16:07:26,VQ-BGU,2,792.0,LOWS,UUDD,882.3,87.12,91.17,87.32,3492.0,0.288,2.8,1.7,1.2,3265.0,13.942,0.0,1.0,0.0,0.0,0.0,43.348
2019-01-05 20:32:11,VQ-BGU,1,177.0,UUDD,UNNT,799.1,80.6,87.61,80.62,3067.0,0.264,-7.2,-6.0,-8.3,1790.0,14.752,0.0,0.0,1.0,0.0,0.0,43.518
2019-01-05 20:32:11,VQ-BGU,2,177.0,UUDD,UNNT,798.6,80.62,87.75,80.7,3063.0,0.264,-6.9,-6.0,-8.3,1790.0,14.585,0.0,0.0,1.0,0.0,0.0,43.479
2019-01-06 02:02:15,VQ-BGU,1,174.0,UNNT,UUDD,786.9,79.34,86.8,79.35,3107.0,0.272,-10.4,-9.5,-11.6,1624.0,14.996,0.0,1.0,1.0,0.0,0.0,43.529
2019-01-06 02:02:15,VQ-BGU,2,174.0,UNNT,UUDD,789.2,79.38,86.95,79.43,3109.0,0.272,-10.0,-9.5,-11.6,1624.0,14.843,0.0,1.0,1.0,0.0,0.0,43.407
2019-01-06 09:53:57,VQ-BGU,2,889.0,UUDD,LOWI,828.0,83.75,88.92,83.92,3335.0,0.233,-6.8,-8.0,-8.2,2155.0,14.267,0.0,1.0,0.0,0.0,0.0,43.312
2019-01-06 09:53:57,VQ-BGU,1,889.0,UUDD,LOWI,829.6,83.75,88.75,83.81,3324.0,0.233,-7.1,-8.0,-8.2,2155.0,14.405,0.0,1.0,0.0,0.0,0.0,43.438
2019-01-06 14:28:50,VQ-BGU,1,890.0,LOWI,UUDD,883.2,87.43,91.04,87.52,3444.0,0.263,1.3,0.5,-0.1,4245.0,13.412,0.0,1.0,0.0,0.0,1.0,43.429
2019-01-06 14:28:50,VQ-BGU,2,890.0,LOWI,UUDD,885.0,87.4,91.19,87.6,3463.0,0.263,1.7,0.5,-0.1,4245.0,13.323,0.0,1.0,0.0,0.0,1.0,43.222
2019-01-06 20:03:55,VQ-BGU,1,959.0,UUDD,UTDL,830.0,83.98,88.64,84.05,3379.0,0.264,-9.8,-9.7,-10.4,2039.0,14.587,0.0,1.0,0.0,0.0,1.0,43.348
2019-01-06 20:03:55,VQ-BGU,2,959.0,UUDD,UTDL,831.7,84.02,88.83,84.21,3404.0,0.264,-9.5,-9.7,-10.4,2039.0,14.558,0.0,1.0,0.0,0.0,1.0,43.027
2019-01-07 01:18:12,VQ-BGU,1,960.0,UTDL,UUDD,850.1,84.54,89.9,84.6,3225.0,0.272,1.1,6.0,0.0,3049.0,14.094,0.0,0.0,0.0,0.0,0.0,43.046
2019-01-07 01:18:12,VQ-BGU,2,960.0,UTDL,UUDD,850.5,84.6,90.06,84.75,3236.0,0.272,1.4,6.0,0.0,3049.0,13.939,0.0,0.0,0.0,0.0,0.0,42.742
2019-01-07 11:10:09,VQ-BGU,1,1023.0,UUDD,URSS,810.5,82.14,87.77,82.18,3234.0,0.262,-11.1,-12.2,-12.4,2035.0,14.666,0.0,1.0,1.0,0.0,0.0,42.88
2019-01-07 11:10:09,VQ-BGU,2,1023.0,UUDD,URSS,807.6,82.07,87.9,82.2,3228.0,0.262,-10.9,-12.2,-12.5,2035.0,14.445,0.0,1.0,1.0,0.0,0.0,42.569
2019-01-07 14:31:17,VQ-BGU,2,1024.0,URSS,UUDD,874.2,85.52,90.9,85.67,3466.0,0.268,5.4,6.7,3.7,1813.0,14.61,0.0,0.0,1.0,0.0,0.0,42.294
2019-01-07 14:31:17,VQ-BGU,1,1024.0,URSS,UUDD,872.6,85.48,90.73,85.54,3448.0,0.268,5.1,6.7,3.8,1813.0,14.764,0.0,0.0,1.0,0.0,0.0,42.648
2019-01-07 19:14:37,VQ-BGU,2,778.0,UUDD,UIII,820.5,82.95,88.17,83.1,3288.0,0.281,-12.0,-12.2,-13.0,2174.0,14.461,0.0,1.0,1.0,0.0,0.0,41.856
2019-01-07 19:14:37,VQ-BGU,1,778.0,UUDD,UIII,819.8,82.93,88.01,83.0,3281.0,0.281,-12.0,-12.2,-13.0,2174.0,14.597,0.0,1.0,1.0,0.0,0.0,42.274
2019-01-08 01:56:00,VQ-BGU,1,777.0,UIII,UUDD,869.8,87.25,89.81,87.32,3678.0,0.286,-10.8,1.5,-11.9,3400.0,13.87,0.0,0.0,1.0,0.0,0.0,41.918
2019-01-08 01:56:00,VQ-BGU,2,777.0,UIII,UUDD,865.1,87.24,89.97,87.43,3693.0,0.286,-10.3,1.5,-11.9,3400.0,13.713,0.0,0.0,1.0,0.0,0.0,41.45
2019-01-08 11:26:35,VQ-BGU,2,1023.0,UUDD,URSS,805.1,81.16,87.78,81.26,3145.0,0.289,-8.6,-8.0,-10.3,1964.0,14.521,0.0,1.0,1.0,0.0,0.0,41.271
2019-01-08 11:26:35,VQ-BGU,1,1023.0,UUDD,URSS,808.3,81.16,87.66,81.18,3148.0,0.289,-9.0,-8.0,-10.2,1964.0,14.664,0.0,1.0,1.0,0.0,0.0,41.748
2019-01-08 14:52:43,VQ-BGU,1,1024.0,URSS,UUDD,867.6,85.32,90.75,85.38,3396.0,0.264,6.6,8.0,5.3,1986.0,14.64,0.0,0.0,0.0,0.0,0.0,41.602
2019-01-08 14:52:43,VQ-BGU,2,1024.0,URSS,UUDD,873.4,85.28,90.9,85.43,3406.0,0.264,6.9,8.0,5.3,1986.0,14.483,0.0,0.0,0.0,0.0,0.0,41.011
2019-01-08 19:13:23,VQ-BGU,1,778.0,UUDD,UIII,831.0,83.65,88.5,83.72,3330.0,0.273,-10.0,-4.5,-11.1,2487.0,14.366,0.0,0.0,1.0,0.0,0.0,41.28
2019-01-08 19:13:23,VQ-BGU,2,778.0,UUDD,UIII,832.5,83.64,88.63,83.82,3341.0,0.273,-9.8,-4.5,-11.1,2487.0,14.222,0.0,0.0,1.0,0.0,0.0,40.669
2019-01-09 02:08:49,VQ-BGU,1,777.0,UIII,UUDD,834.1,85.73,88.34,85.8,3710.0,0.278,-18.9,1.0,-20.0,3295.0,14.018,0.0,0.0,1.0,0.0,0.0,41.021
2019-01-09 02:08:49,VQ-BGU,2,777.0,UIII,UUDD,836.5,85.72,88.5,85.91,3726.0,0.278,-18.5,1.0,-20.1,3295.0,13.882,0.0,0.0,1.0,0.0,0.0,40.311
2019-01-09 09:37:14,VQ-BGU,2,905.0,UUDD,UDYZ,808.2,82.35,88.07,82.49,3249.0,0.245,-10.4,-5.0,-11.7,2243.0,14.231,0.0,0.0,1.0,0.0,0.0,40.249
2019-01-09 09:37:14,VQ-BGU,1,905.0,UUDD,UDYZ,808.6,82.4,87.95,82.45,3249.0,0.245,-10.7,-5.0,-11.7,2243.0,14.38,0.0,0.0,1.0,0.0,0.0,40.968
2019-01-09 13:25:46,VQ-BGU,2,906.0,UDYZ,UUDD,891.0,86.8,91.4,87.0,3238.0,0.289,5.4,4.7,3.5,4848.0,13.038,0.0,0.0,1.0,0.0,0.0,39.772
2019-01-09 13:25:46,VQ-BGU,1,906.0,UDYZ,UUDD,888.2,86.85,91.28,86.93,3226.0,0.289,5.0,4.7,3.6,4848.0,13.161,0.0,0.0,1.0,0.0,0.0,40.497
2019-01-09 19:05:12,VQ-BGU,2,778.0,UUDD,UIII,772.5,79.37,86.41,79.44,3094.0,0.298,-14.9,-1.2,-16.2,2327.0,14.457,0.0,0.0,1.0,0.0,0.0,39.741
2019-01-09 19:05:12,VQ-BGU,1,778.0,UUDD,UIII,773.0,79.41,86.29,79.43,3093.0,0.298,-15.1,-1.2,-16.2,2327.0,14.585,0.0,0.0,1.0,0.0,0.0,40.415
2019-01-10 01:47:58,VQ-BGU,1,777.0,UIII,UUDD,844.6,86.85,88.55,86.92,3721.0,0.273,-19.1,-2.2,-20.2,3306.0,13.927,0.0,0.0,0.0,0.0,0.0,40.266
2019-01-10 01:47:58,VQ-BGU,2,777.0,UIII,UUDD,844.0,86.82,88.78,87.01,3754.0,0.273,-19.0,-2.2,-20.2,3306.0,13.784,0.0,0.0,0.0,0.0,0.0,39.462
2019-01-10 10:26:05,VQ-BGU,2,905.0,UUDD,UDYZ,792.5,80.36,87.51,80.43,3045.0,0.263,-7.6,-6.2,-8.9,1678.0,14.688,0.0,1.0,0.0,0.0,0.0,39.744
2019-01-10 10:26:05,VQ-BGU,1,905.0,UUDD,UDYZ,795.0,80.35,87.35,80.37,3044.0,0.263,-7.5,-6.2,-8.9,1678.0,14.822,0.0,1.0,0.0,0.0,0.0,40.494
2019-01-10 14:06:51,VQ-BGU,1,906.0,UDYZ,UUDD,866.3,85.3,90.39,85.36,3175.0,0.28,3.4,5.2,1.9,3474.0,13.96,0.0,0.0,0.0,0.0,0.0,40.32
2019-01-10 14:06:51,VQ-BGU,2,906.0,UDYZ,UUDD,868.8,85.28,90.54,85.44,3185.0,0.28,3.7,5.2,1.9,3474.0,13.801,0.0,0.0,0.0,0.0,0.0,39.551
2019-01-10 20:06:52,VQ-BGU,1,959.0,UUDD,UTDL,852.7,86.32,89.14,86.39,3761.0,0.273,-12.6,-6.2,-13.3,1683.0,14.72,0.0,1.0,0.0,0.0,0.0,40.25
2019-01-10 20:06:52,VQ-BGU,2,959.0,UUDD,UTDL,858.2,86.32,89.34,86.5,3785.0,0.273,-12.2,-6.2,-13.2,1683.0,14.57,0.0,1.0,0.0,0.0,0.0,39.292
2019-01-11 01:27:02,VQ-BGU,2,960.0,UTDL,UUDD,882.0,85.63,90.72,85.82,3394.0,0.278,2.8,4.7,1.3,2376.0,14.245,0.0,1.0,1.0,0.0,0.0,38.929
2019-01-11 01:27:02,VQ-BGU,1,960.0,UTDL,UUDD,877.8,85.68,90.59,85.75,3385.0,0.278,2.5,4.7,1.2,2376.0,14.416,0.0,1.0,1.0,0.0,0.0,39.998
2019-01-11 11:26:49,VQ-BGU,1,1023.0,UUDD,URSS,804.9,81.64,87.55,81.68,3133.0,0.256,-10.8,-8.2,-11.7,2492.0,14.224,0.0,1.0,0.0,0.0,0.0,39.885
2019-01-11 11:26:49,VQ-BGU,2,1023.0,UUDD,URSS,802.5,81.62,87.67,81.74,3138.0,0.256,-11.2,-8.2,-11.7,2492.0,14.097,0.0,1.0,0.0,0.0,0.0,38.832
2019-01-11 14:39:32,VQ-BGU,2,1024.0,URSS,UUDD,888.4,84.65,91.33,84.76,3444.0,0.251,13.4,14.5,11.5,681.0,15.096,0.0,0.0,1.0,0.0,0.0,38.844
2019-01-11 14:39:32,VQ-BGU,1,1024.0,URSS,UUDD,889.8,84.64,91.19,84.68,3435.0,0.251,13.2,14.5,11.5,681.0,15.322,0.0,0.0,1.0,0.0,0.0,39.888
2019-01-12 09:52:40,VQ-BGU,1,905.0,UUDD,UDYZ,857.3,85.63,89.25,85.71,3481.0,0.254,-10.0,-9.7,-10.9,2863.0,14.056,0.0,0.0,1.0,0.0,0.0,39.46
2019-01-12 09:52:40,VQ-BGU,2,905.0,UUDD,UDYZ,850.8,85.57,89.4,85.76,3498.0,0.254,-9.6,-9.7,-10.9,2863.0,13.91,0.0,0.0,1.0,0.0,0.0,38.413
2019-01-12 13:26:40,VQ-BGU,1,906.0,UDYZ,UUDD,860.5,84.99,90.18,85.05,3114.0,0.295,1.3,1.2,0.0,4478.0,13.598,0.0,0.0,1.0,0.0,0.0,39.186
2019-01-12 13:26:40,VQ-BGU,2,906.0,UDYZ,UUDD,862.4,85.0,90.3,85.17,3122.0,0.295,1.7,1.2,0.0,4478.0,13.426,0.0,0.0,1.0,0.0,0.0,38.113
2019-01-12 20:44:29,VQ-BGU,1,177.0,UUDD,UNNT,809.0,81.42,87.57,81.46,3097.0,0.261,-10.5,-6.7,-11.6,2882.0,14.213,0.0,1.0,1.0,0.0,0.0,39.025
2019-01-12 20:44:29,VQ-BGU,2,177.0,UUDD,UNNT,813.0,81.45,87.72,81.57,3099.0,0.261,-10.2,-6.7,-11.6,2882.0,14.086,0.0,1.0,1.0,0.0,0.0,37.904
2019-01-13 01:58:58,VQ-BGU,2,174.0,UNNT,UUDD,767.6,79.04,86.03,79.11,3136.0,0.299,-17.2,-7.2,-18.9,2098.0,14.505,0.0,0.0,1.0,0.0,0.0,37.707
2019-01-13 01:58:58,VQ-BGU,1,174.0,UNNT,UUDD,768.3,79.03,85.88,79.05,3130.0,0.299,-17.6,-7.2,-18.9,2098.0,14.64,0.0,0.0,1.0,0.0,0.0,38.853
2019-01-13 10:47:38,VQ-BGU,1,175.0,UUDD,UNNT,840.1,84.15,89.11,84.21,3300.0,0.249,-5.8,-3.5,-6.5,2748.0,14.109,0.0,0.0,1.0,0.0,0.0,38.701
2019-01-13 10:47:38,VQ-BGU,2,175.0,UUDD,UNNT,840.6,84.1,89.28,84.26,3313.0,0.249,-5.4,-3.5,-6.5,2748.0,13.95,0.0,0.0,1.0,0.0,0.0,37.45
2019-01-13 16:58:10,VQ-BGU,1,3509.0,UNNT,UHHH,805.7,81.86,87.35,81.92,3300.0,0.286,-14.2,-3.5,-15.4,1802.0,14.898,0.0,0.0,1.0,0.0,0.0,38.508
